Item Name/Number,Display Name/Code,Primary Units Type Internal Id,Primary Units Type,Sub Unit Internal Id ,Description,Location,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Use Bin,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
8293,"Die Cut Part Wafer Seal

 1"" Dia",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - Wafer Seal

 - 1"" Dia",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,6.5662,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Engineering before Run,
8296,"Sheeted Part P105376K 5"" x 6.67""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - P105376K - 5"" x 6.67""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8304,"Sheeted Part Roscolux 94 Kelly Green 1.43"" x 1.30""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Roscolux 94 Kelly Green - 1.43"" x 1.30""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,4.97888,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Engineering before Run,Need to explain how tabs are to be applied.  See Engineering before Run
8314,Die Cut Part SG Polymask 3195EZ 590mm x 45mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - SG Polymask 3195EZ - 590mm x 45mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,189.6,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8315,Die Cut Part SG Polymask 3195EZ 341mm x 43mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - SG Polymask 3195EZ - 341mm x 43mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,146.6666,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8319,"Die Cut Part 3M 5952 3.69"" x 0.5""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - 3M 5952 - 3.69"" x 0.5""",Strouse-HQ,Run this job on Siat 1 only.,TRUE,Average,Default Cost Category,TRUE,0.3994,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,Skip - 1/10/2019 - Marked Order Notification and Pre Press Meeting.  Need to run press at ideal press settings to get samples to measure for length study. 
8329,"Sheeted Part #23 Trim Strips 11.5"" x 0.5""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - #23 Trim Strips - 11.5"" x 0.5""",Strouse-HQ,Run on Allied 1 or Allied 2 only.   Have Packager at press during run.,TRUE,Average,Default Cost Category,TRUE,18.01,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"4/16/2021 - Skip - Send die out for retool since we had trouble with the lineal slitter the last run. Not all lanes were cutting consistent. Roland claims the spin die blocks were turned causing inconsistent cutting, would be best to run on A1 or A2. "
8331,"Sheeted Part 3M SJ3560 2.75"" x 1""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3560 - 2.75"" x 1""",Strouse-HQ,Run a minimum of 3 lanes across,TRUE,Average,Default Cost Category,TRUE,297.89,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,2/23/2021 - Need to identify why this job has so much trouble running. It might be a good idea to us a geared oiler roller if parts tend to stick to the die.  
8334,"Sheeted Part Laser cut stencil 15"" x 7""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Laser cut stencil - 15"" x 7""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,60.4857,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8337,"Die Cut Part Shield, AL Foil Adh., 4-Port 1.080"" x 0.240""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Shield, AL Foil Adh., 4-Port - 1.080"" x 0.240""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,24.8539,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8338,"Die Cut Part Shield, AL Foil Adh., 2-Port 0.410"" x 0.240""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Shield, AL Foil Adh., 2-Port - 0.410"" x 0.240""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,22.8866,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8339,"Die Cut Part Shield, AL Foil Adh., 1-Port 0.320"" x 0.240""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - Shield, AL Foil Adh., 1-Port - 0.320"" x 0.240""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,265.09,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8364,"Sheeted Part Mated hook and loop 1.5"" x 1""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - Mated hook and loop - 1.5"" x 1""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,810,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,Step notification 1/24/2022 BH Look at packaging methods and speed.
8372,Sheeted Part 3M 4008 82mm x 7mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - 3M 4008 - 82mm x 7mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.2901,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8373,Sheeted Part 3M 4941 41mm x 38mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - 3M 4941 - 41mm x 38mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1.1941,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Eric After Signoff,"EDD - 2/21/2020 – Inspection Routine Needs Verified
"
8375,Sheeted Part 3M 9703 9mm x 9mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - 3M 9703 - 9mm x 9mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.5025,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8376,Sheeted Part PPI TC-250B 114mm x 105mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - PPI TC-250B - 114mm x 105mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1.3159,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8382,"Sheeted Part 3M 1522 0.5"" x 3""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M 1522 - 0.5"" x 3""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,35.9,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,Skip - 12/20/2019 - Marked new order notification to take a look at run method if the customer continues to ask to have the product bagged. A short video has been taken of a different run method. This video is posted in the press pics folder for this JJ. 
8395,"Sheeted Part 3M 5930P 4.4"" x 5.5""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 5930P - 4.4"" x 5.5""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,5.9612,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8416,Sheeted Part 22-TS0-R##-FCSpacer-483_LFA 8.00_170614 85.9mm x 25.2mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - 22-TS0-R##-FCSpacer-483_LFA 8.00_170614 - 85.9mm x 25.2mm,Strouse-HQ,"DO NOT USE RAGS TO CLEAN PARTS!!  IF NEEDED USE LINT FREE CLEAN ROOM CLOTHS ONLY!!!
Need to cut with double layer of AS203 down - Wear black nitrile gloves when handling.  

DO NOT CHANGE LASER POWER/SPEED/FREQUENCY SETTINGS WITHOUT PRIOR APPROVAL.",TRUE,Average,Default Cost Category,TRUE,7.2192,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,CLEAN ROOM ATTIRE REQUIRED,
8435,Perfed Film Pregis 2A04B Blue 271mm x 39.5mm,5,Unit-Base M (Use for Finished Goods),7,Perfed Film - Pregis 2A04B Blue - 271mm x 39.5mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,29.5,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"RB - 3/4/2019 - Score retooled to a thinner liner.  Works great now

Skip - 2/4/19 - Score die AB 1013 not working. Rich is sending it back to the die maker to have it tooled to hit hard to a 2 mil polyester liner. The intent for tooling to a 2 mil liner is so it will cut deep into a 3 mil paper donor liner when we run. If this does not work we will need to explore other options.  


4/20/2018 - RB - Score die bought.

2/20/2018 - Skip - Per Haresh, Tim, Marked the quote and JJ obsolete to be re-quoted. Updated JJ to new run method. Will need to buy an engraved lineal scorer for this job before accepting a new order if business justifies it. "
8437,Die Cut Part 3M 4955 60mm x 6mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Die Cut Part - 3M 4955 - 60mm x 6mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.1927,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8440,Die Cut Part Bezel Mask Protective Film 53.4mm x 94.6mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - Bezel Mask Protective Film - 53.4mm x 94.6mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,999.495,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,13320L is nolonger available--created estimate using Pregis Surface guard 2124C. DD. 2/16/2023
8442,"Sheeted Part 3M 4496W 4"" x 2""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M 4496W - 4"" x 2""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,261.96,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,3/14/2019 - RB - New parts numbers coming.
8444,"Sheeted Part Cool Advantage Gasket 2.346"" x 6.674""",3,"Each (Use for Boxes, Bags, Cores, Cases)",20,"Sheeted Part - Cool Advantage Gasket - 2.346"" x 6.674""",Strouse-HQ,Hair net and beard cover (if necessary) to be worn during die cutting and packaging operation or if otherwise working with or near product in designated work cell. ,TRUE,Average,Default Cost Category,TRUE,8.25,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8445,"Sheeted Part Cool Advantage Plus Gasket 9.802"" x 2.556""",3,"Each (Use for Boxes, Bags, Cores, Cases)",20,"Sheeted Part - Cool Advantage Plus Gasket - 9.802"" x 2.556""",Strouse-HQ,Hair net and beard cover (if necessary) to be worn during die cutting and packaging operation or if otherwise working with or near product in designated work cell. ,TRUE,Average,Default Cost Category,TRUE,10.66,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"EDD - 2/21/2020 – Inspection Routine Needs Verified
"
8446,"Sheeted Part Cool Advantage Petite Gasket 2.346"" x 5.103""",3,"Each (Use for Boxes, Bags, Cores, Cases)",20,"Sheeted Part - Cool Advantage Petite Gasket - 2.346"" x 5.103""",Strouse-HQ,Hair net and beard cover (if necessary) to be worn during die cutting and packaging operation or if otherwise working with or near product in designated work cell. ,TRUE,Average,Default Cost Category,TRUE,7.73,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"EDD - 2/21/2020 – Inspection Routine Needs Verified
"
8458,"Die Cut Part 6"" x 4"" Printed Label for Advantage Pouch, Color 10220C (Metallic Purple) 6"" x 4""",3,"Each (Use for Boxes, Bags, Cores, Cases)",20,"Die Cut Part - 6"" x 4"" Printed Label for Advantage Pouch, Color 10220C (Metallic Purple) - 6"" x 4""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,8.25,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: PMS 10220C
  Ink Type: Water
  Anilox: Med
  Print Cylinder: 98
  Vendor: Kor-Chem / Brewers

Ink 2
  Color: Matte Overprint Varnish
  Ink Type: Water
  Anilox: 500
  Print Cylinder: 98
  Vendor: Interactive inks",,
8469,"Sheeted Part 3M 5930P 6.73"" x 5.37""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 5930P - 6.73"" x 5.37""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,7.3333,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"4/16/2021  Adjustments will need to be made to the Laser drawing or Laser cutting settings if parts measure outside of the ± 0.030"" limit.  MF"
8477,"Sheeted Part 3M SJ3571 White Loop 5/8"" 0.625"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3571 White Loop 5/8"" - 0.625"" Dia",Strouse-HQ,"Be sure to clean the press thoroughly prior to starting the job to prevent cross contamination between white/black/clear particulate from any prior 3M CHIM jobs.

Cleaning Procedure:
1)  Vacuum bulk of particulate.
2)  Compressed air wash.
3)  Alcohol wipe-down.",TRUE,Average,Default Cost Category,TRUE,60,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8478,"Sheeted Part 3M SJ3572 White Hook 5/8"" 0.625"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3572 White Hook 5/8"" - 0.625"" Dia",Strouse-HQ,"Be sure to clean the press thoroughly prior to starting the job to prevent cross contamination between white/black/clear particulate from any prior 3M CHIM jobs. 

Cleaning Procedure:
1)  Vacuum bulk of particulate.
2)  Compressed air wash.
3)  Alcohol wipe-down. ",TRUE,Average,Default Cost Category,TRUE,60,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8479,"Sheeted Part 3M SJ3571 Black Loop 5/8"" 0.625"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3571 Black Loop 5/8"" - 0.625"" Dia",Strouse-HQ,"Be sure to clean the press thoroughly prior to starting the job to prevent cross contamination between white/black/clear particulate from any prior 3M CHIM jobs. 

Cleaning Procedure:
1)  Vacuum bulk of particulate.
2)  Compressed air wash.
3)  Alcohol wipe-down. ",TRUE,Average,Default Cost Category,TRUE,60,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8480,"Sheeted Part 3M SJ3572 Black Hook 5/8"" 0.625"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3572 Black Hook 5/8"" - 0.625"" Dia",Strouse-HQ,"Be sure to clean the press thoroughly prior to starting the job to prevent cross contamination between white/black/clear particulate from any prior 3M CHIM jobs.  

Cleaning Procedure:
1)  Vacuum bulk of particulate.
2)  Compressed air wash.
3)  Alcohol wipe-down.",TRUE,Average,Default Cost Category,TRUE,60,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8481,"Sheeted Part 3M SJ3571 White Loop 3/4"" 0.75"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3571 White Loop 3/4"" - 0.75"" Dia",Strouse-HQ,"Be sure to clean the press thoroughly prior to starting the job to prevent cross contamination between white/black/clear particulate from any prior 3M CHIM jobs.  

Cleaning Procedure:
1)  Vacuum bulk of particulate.
2)  Compressed air wash.
3)  Alcohol wipe-down.",TRUE,Average,Default Cost Category,TRUE,60,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8482,"Sheeted Part 3M SJ3572 White Hook 3/4"" 0.75"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3572 White Hook 3/4"" - 0.75"" Dia",Strouse-HQ,"Be sure to clean the press thoroughly prior to starting the job to prevent cross contamination between white/black/clear particulate from any prior 3M CHIM jobs.  

Cleaning Procedure:
1)  Vacuum bulk of particulate.
2)  Compressed air wash.
3)  Alcohol wipe-down.",TRUE,Average,Default Cost Category,TRUE,60,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8483,"Sheeted Part 3M SJ3571 White Loop 7/8"" 0.875"" x 0.875""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3571 White Loop 7/8"" - 0.875"" x 0.875""",Strouse-HQ,"Be sure to clean the press thoroughly prior to starting the job to prevent cross contamination between white/black/clear particulate from any prior 3M CHIM jobs.  

Cleaning Procedure:
1)  Vacuum bulk of particulate.
2)  Compressed air wash.
3)  Alcohol wipe-down.",TRUE,Average,Default Cost Category,TRUE,60,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8484,"Sheeted Part 3M SJ3572 White Hook 7/8"" 0.875"" x 0.875""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3572 White Hook 7/8"" - 0.875"" x 0.875""",Strouse-HQ,"Be sure to clean the press thoroughly prior to starting the job to prevent cross contamination between white/black/clear particulate from any prior 3M CHIM jobs.  

Cleaning Procedure:
1)  Vacuum bulk of particulate.
2)  Compressed air wash.
3)  Alcohol wipe-down.",TRUE,Average,Default Cost Category,TRUE,60,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8485,"Sheeted Part 3M SJ3571 Black Loop 7/8"" 0.875"" x 0.875""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3571 Black Loop 7/8"" - 0.875"" x 0.875""",Strouse-HQ,"Be sure to clean the press thoroughly prior to starting the job to prevent cross contamination between white/black/clear particulate from any prior 3M CHIM jobs.  

Cleaning Procedure:
1)  Vacuum bulk of particulate.
2)  Compressed air wash.
3)  Alcohol wipe-down.",TRUE,Average,Default Cost Category,TRUE,60,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8486,"Sheeted Part 3M SJ3572 Black Hook 7/8"" 0.875"" x 0.875""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M SJ3572 Black Hook 7/8"" - 0.875"" x 0.875""",Strouse-HQ,"Be sure to clean the press thoroughly prior to starting the job to prevent cross contamination between white/black/clear particulate from any prior 3M CHIM jobs.  

Cleaning Procedure:
1)  Vacuum bulk of particulate.
2)  Compressed air wash.
3)  Alcohol wipe-down.",TRUE,Average,Default Cost Category,TRUE,60,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8498,"Sheeted Part 15"" Ford Fiesta Wheel Mask 16.6"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 15"" Ford Fiesta Wheel Mask - 16.6"" Dia",Strouse-HQ,Cannot run on P3 as the die is too small in circumference to fit the adaptor. Journal sits on adaptor plate.,TRUE,Average,Default Cost Category,TRUE,319.88,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8510,Sheeted Part 3M SJ3550CF 15mm x 25.4mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - 3M SJ3550CF - 15mm x 25.4mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.12,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8514,Foam Die Cut ETTH Cheek Pad - Standard 57.2mm x 69.9mm,5,Unit-Base M (Use for Finished Goods),7,Foam Die Cut - ETTH Cheek Pad - Standard - 57.2mm x 69.9mm,Strouse-HQ,Note: It is necessary to over drive the foam between die stations to create as close to no tension on the foam as possible.  ,TRUE,Average,Default Cost Category,TRUE,2489.66,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"6/30/2020 - Skip - Need to send die out for retool so we do not need to use a step down anvil and an 10"" die station. 

ip 6/17/2020 - Press running well, need to update JJ with changes to run method and materials. 

Need to add low tac carrier. Currently using Acpo 631, need to try 2 others that were given to Jeff to try. Whichever works best providing price is not way off, we should go with. 

Need to add UPVC tapes

Need to change run verbiage. 

Skip - 4/16/2020 - Along with the pre-press meeting Phil is requesting, Need to discuss runs methods to reduce cost. See e-mail string labeled Estimate for Power Choice

NEEDS PREPRESS MEETING TO DISCUSS LIMITING TENSION INTRODUCED TO THE FOAM.  RESPONSE TO CUSTOMER COMPLAINT.  SEE PHIL."
8515,Foam Die Cut ETTH Cheek Pad - Small 42.86mm x 52.39mm,5,Unit-Base M (Use for Finished Goods),7,Foam Die Cut - ETTH Cheek Pad - Small - 42.86mm x 52.39mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,2483.53,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,CAR see QA before run 06/18/19,"6/30/2020 - Skip - This job has not been set up to run on a low tac carrier like the Standard size yet. Will need to oversee the first run with the new method. It should be exactly like the Standard. 

 6/17/2020 - Need to set up and run exaclty like JJ 8514.  JJ will need to be updated so it is exactly like 8514. 

Need to add low tac carrier. Currently using Acpo 631, need to try 2 others that were given to Jeff to try. Whichever works best providing price is not way off, we should go with. 

Need to add UPVC tapes

Need to change run verbiage. "
8529,Perfed Tape SG 25A29C 332mm x 48mm,5,Unit-Base M (Use for Finished Goods),7,Perfed Tape - SG 25A29C - 332mm x 48mm,Strouse-HQ,This job needs to be run on A3 to take advantage of low tension controls and so the product winds nicely in order to get 4 rolls out when slitting on the Ceve in the next step (this is to reduce coning issues).,TRUE,Average,Default Cost Category,TRUE,102.05,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8535,Perfed Tape SG 25A29C 390mm x 38mm,5,Unit-Base M (Use for Finished Goods),7,Perfed Tape - SG 25A29C - 390mm x 38mm,Strouse-HQ,This job needs to be run on A3 to take advantage of low tension controls and so the product winds nicely in order to get 6 rolls out when slitting on the Ceve in the next step (this is to reduce coning issues).,TRUE,Average,Default Cost Category,TRUE,98.7,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"7/6/2022: MS order notification to order 13"" die for A3 with Pace 1 leaving.
3/21/22 MS Marked order notiication to determine if we want to buy a 13"" tool for A3 to run like other GM Nameplate order.
3/24/22- DDebus, updated estimate to include production on A-3 with 13"" die quote. Q54621"
8540,"Die Cut Part 3M 4926 1"" x 1""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - 3M 4926 - 1"" x 1""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8578,"Die Cut Part JM Mask - 2 piece set 7.99"" x 7.65""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - JM Mask - 2 piece set - 7.99"" x 7.65""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,327.23,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"PK 8-18-21 - Lots of issues with rewinding the waste matrix for this job per feedback from Nichole and Mike S.  Would like try to mount a plate with idlers to ""gather"" the waste together and rewind tighter, like we do sometimes for trim on the Siats."
8579,"Die Cut Part CE Mask 3.35"" x 4.48""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - CE Mask - 3.35"" x 4.48""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,247.9,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8592,Die Cut Part White PE Foam 50.6mm x 2mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - White PE Foam - 50.6mm x 2mm,Strouse-HQ,"Foam just channels with white foam. then foam the die again with pink foam. use sharp peel bar to keep parts on liner. still may miss a few, add 2ft per roll for missing parts if needed",TRUE,Average,Default Cost Category,TRUE,46.99,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8594,"Die Cut Part SG 13220L 3"" x 3""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - SG 13220L - 3"" x 3""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,40,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8604,"Die Cut Part 3M 92 0.2"" x 0.2""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - 3M 92 - 0.2"" x 0.2""",Strouse-HQ,Siat 1 only.  Need extra die station.,TRUE,Average,Default Cost Category,TRUE,20.4,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8611,Sheeted Part RH Absorber pad 11.3mm x 4.9mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - RH Absorber pad - 11.3mm x 4.9mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.567,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8612,Sheeted Part RH Absorber pad 11.3mm x 6.4mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - RH Absorber pad - 11.3mm x 6.4mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.4692,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
8613,Sheeted Part RH Absorber pad 13.3mm x 6.9mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - RH Absorber pad - 13.3mm x 6.9mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.4766,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
