Item Name/Number,Display Name/Code,Primary Units Type Internal Id,Primary Units Type,Sub Unit Internal Id ,Description,Location,PRODUCTION & SPECIAL INSTRUCTIONS COMMENTS,Track Landed Cost,Costing Method,Cost Category,Use Bin,Base Price,COGS Account,Asset Account,Income Account,WIP Account,Scrap Account,Tax Schedule,Ink,Watermark,Status Notes
6817,"Sheeted Part 3M 427 27.35"" x 13.22""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 27.35"" x 13.22""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,26.3015,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6818,"Sheeted Part 3M 427 29.88"" x 15.71""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 29.88"" x 15.71""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,43.436,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6819,"Sheeted Part 3M 427 26.62"" x 14.54""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 26.62"" x 14.54""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6820,"Sheeted Part 3M 427 29.13"" x 17.04""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 29.13"" x 17.04""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,35.196,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6821,"Sheeted Part 3M 427 24.48"" x 17.54""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 24.48"" x 17.54""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6822,"Sheeted Part 3M 427 26.97"" x 19.99""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 26.97"" x 19.99""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,37.172,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6823,"Sheeted Part 3M 427 32.59"" x 18.13""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 32.59"" x 18.13""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6824,"Sheeted Part 3M 427 35.14"" x 20.62""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 35.14"" x 20.62""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,36.1,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6825,"Sheeted Part 3M 427 27.35"" x 13.22""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 27.35"" x 13.22""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,26.01,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6826,"Sheeted Part 3M 427 29.88"" x 15.71""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 427 - 29.88"" x 15.71""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,29.23,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6835,"Sheeted Part 3M 1170 3"" x 0.75""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 3M 1170 - 3"" x 0.75""",Strouse-HQ,"Configuration: 3M 1170
Use Electric blade",TRUE,Average,Default Cost Category,TRUE,1.98,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Special Certs and packaging required,
6836,"Sheeted Part 5 mil PET 0.50"" x 2.165""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 5 mil PET - 0.50"" x 2.165""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1.4607,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6923,"Sheeted Part 3M 213 engine blade mask 6.39"" x 3.17""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M 213 engine blade mask - 6.39"" x 3.17""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,485,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6931,"Die Cut Part Foam Border 3.22"" x 6.94""",3,"Each (Use for Boxes, Bags, Cores, Cases)",23,"Die Cut Part - Foam Border - 3.22"" x 6.94""",Strouse-HQ,Hair net and beard cover (if necessary) to be worn during die cutting and packaging operation or if otherwise working with or near product in designated work cell. ,TRUE,Average,Default Cost Category,TRUE,39.99,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"
"
6945,"Sheeted Part 8671, Upper Rifle Mount Insulator 1.75"" x 3.06""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 8671, Upper Rifle Mount Insulator - 1.75"" x 3.06""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,44.503,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6960,"Sheeted Part UHMW with 3M VHB 3/4"" X 5""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - UHMW with 3M VHB - 3/4"" X 5""",Strouse-HQ,"PLEASE CHECK SAMPLE AREA FOR FREE VHB TO USE, MANY TIMES THERE ARE ROLLS THERE.",TRUE,Average,Default Cost Category,TRUE,8400,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
6970,Die Cut Part PT1100 with 60 mm tab 6mm x 60mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - PT1100 with 60 mm tab - 6mm x 60mm,Strouse-HQ,"DO NOT SCHEDULE ON PACE 2, if possible.",TRUE,Average,Default Cost Category,TRUE,155.106,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,See Eric After Signoff,"EDD - 2/21/2020 – Inspection Routine Needs Verified
Go over press/materials notes from last run"
6978,"Slit Adh For use on tails and anchors JT 7482 0.25"" wide",5,Unit-Base M (Use for Finished Goods),7,"Slit Adh - For use on tails and anchors  JT 7482 - 0.25"" wide",Strouse-HQ,"If need be narrower material can be used on other Siats using SA 420.
Special splicing required for next lamination step See Engineering. ",TRUE,Average,Default Cost Category,TRUE,1702.2748,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"See Engineering before Run
PK - Have not run in a very long time.  We need to make sure we follow previous lessons learned such as splices."
7004,"Sheeted Part RP+160GF 4"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - RP+160GF - 4"" Dia",Strouse-HQ,Sheeter stacker bends parts.,TRUE,Average,Default Cost Category,TRUE,1162.497,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"DDEbus- created estimate using RP+160GF. 5/31/2022

FW material Change 5/3/2022

7/1/2020 - RB - Ran good last time.  6/16/2020 - LI# 103617


Rich - 10/17/2019 - Need to check stacker.  Note from last run said it bent the parts.

Skip - 1/30/2019 - Marked this to See Engineeering. This is to follow up to see how it runs the next time. Production had trouble with the die again, they had to use a donor liner in order to sheet the parts when running WO 96787. Per MC, this material is very puncture and tear resistant so we may never get away from die cutting this way. We are sending the die out for re-tool and Rich is explaining the issues we are having to Roto. We will see what Roto has to say then determine how to move forward.  Update: Roto said it was tooled PS so we will be tooling m/m. If it runs ok the next run, we will call it complete and remove See Engineering. "
7023,Sheeted Part 3M 4735L Right Hand 309mm x 182.2mm,5,Unit-Base M (Use for Finished Goods),7,Sheeted Part - 3M 4735L Right Hand - 309mm x 182.2mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,1043.94,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7024,Sheeted Part 3M 4735L Left hand 309mm x 182.2mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - 3M 4735L Left hand - 309mm x 182.2mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,2.1053,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7046,"Die Cut Part TM8720XT 0.5"" x 1.5""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - TM8720XT - 0.5"" x 1.5""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,45.43,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7047,"Die Cut Part TM8720XT 3"" x 1.625""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - TM8720XT - 3"" x 1.625""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,83.63,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7052,"Die Cut Label 3M 7812 1.5"" x 0.75""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Label - 3M 7812 - 1.5"" x 0.75""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,519.871,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,Obsoleted due to age since last order
7055,Die Cut Part Foam w/ Adh. 60mm x 175mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - Foam w/ Adh. - 60mm x 175mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,415.685,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7061,Sheeted Part 3M 427 50.8mm x 150mm,3,"Each (Use for Boxes, Bags, Cores, Cases)",4,Sheeted Part - 3M 427 - 50.8mm x 150mm,Strouse-HQ,"QA is to inspect rolls of CSM upon arrival.  Operators are to inspect the material for defects throughout run.  If defects are present, please refer to the samples of acceptable defects in the JJ pouch.  If you have any questions or concerns, please SEE QA FOR FURTHER INSPECTION ASSISTANCE BEFORE PROCEEDING!",TRUE,Average,Default Cost Category,TRUE,0.204,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"7/26/2022-Additional process-Dusenberry slitting Jumbo. Strouse supplied ATP Foil tape. DDebus

3/24/2022 BH Denny to go over run and finish process with shop floor

2/18/2020 BH Consider running on P2 for next order. Run product upside down to see if the cut is cleaner."
7081,"Sheeted Part ST-1341 1.22"" x 0.435""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - ST-1341 - 1.22"" x 0.435""",Strouse-HQ,"Rolls to be SPLICE FREE.   Use only .25 blade in sheeter (SA 453)

Wear gloves when handling material",TRUE,Average,Default Cost Category,TRUE,0.04576,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7082,"Sheeted Part ST-1341 2.32"" x 0.465""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - ST-1341 - 2.32"" x 0.465""",Strouse-HQ,"Rolls to be SPLICE FREE.
Clean press (Full IPA wipedown) prior to putting materials on press. Use of cleaners or other products containing halides is prohibited in or near the work area.
Clean Handling Required: Wear gloves while running and packaging parts.",TRUE,Average,Default Cost Category,TRUE,0.06963,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,12/9/2020 - RB - New drawing (Rev H) rec'd.  JT needs to be updated prior to next run.
7086,"Sheeted Part 3M 8179C 6.25"" Dia",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M 8179C - 6.25"" Dia",Strouse-HQ,Need finisher at press,TRUE,Average,Default Cost Category,TRUE,2325.8215,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7126,"Sheeted Part 3M 1538L with back scored liner 4"" x 4"" with 0.5"" strips",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Part - 3M 1538L with back scored liner - 4"" x 4"" with 0.5"" strips",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,436.61,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7145,"Die Cut Part 3M 5958FR with tab 2"" x 2.25""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - 3M 5958FR with tab - 2"" x 2.25""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,0.628,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7158,"Sheeted Part ST-1406 1/2"" x 1""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - ST-1406 - 1/2"" x 1""",Strouse-HQ,"Minimal overhang of adhesive is acceptable.  
Use WD-40 to clean / lubricate the front and back side of the blade frequently to keep the blade from binding.  Review video on blade care (O:Press Pics/Azco Blade Care).  Do this procedure every 100 parts.  This needs to be done with caution.  You must place the aluminum blocks under the blades when cleaning the blades.",TRUE,Average,Default Cost Category,TRUE,0.3147,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,7/1/2020 - RB - Need to look at production method.  Azco or something new/different.
7166,"Die Cut Label Inventory label 11.875"" x 4""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Label - Inventory label - 11.875"" x 4""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,81.08,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,jm - 1/31/2022 11:46:39 AM - New feedback submitted against job ticket
7180,"Butt Cut Part Hook Coin Fastener w/ Non-Engagement Edges - Gowns, 0.625"" 1"" x 0.625""",5,Unit-Base M (Use for Finished Goods),7,"Butt Cut Part - Hook Coin Fastener w/ Non-Engagement Edges - Gowns, 0.625"" - 1"" x 0.625""",Strouse-HQ,"Must track scrap, see QC or 3M Project Manager with questions.
Inspections: Every set visually check 4 rolls (alternating) across Op, Mid, & Gr lane for butt cut & deadening.
Every fourth set measure 1-lane; alternate lanes and indicate on IPIC the lane.",TRUE,Average,Default Cost Category,TRUE,2.73,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"7/1/2020 - RB - Removed See Engineering.


Skip 4-12-2019 - Issues with web breaking when running. This may be a result of the die being dull. Sending AB 888 out for retool. Need to see if the tearing of the web goes away after die is retooled. If problem still persists, need to try one of the old dies. Marked new order notification and see engineering. 


WO 94534, Update 9/20/18 - Skip - Just got done running an entire order and did not have to change the die, only about 600 to 700 psi on hydrojacks, will monitor next run and call complete if still looking good.   7/9/18 - Skip - New harder steel die, need to see how long it lasts compared to previous dies, DA 888 is the new experimental die.  "
7191,"Perfed Roll 3M 25A29B Perfed every 12.25"" 1.4375"" x 1,000'",5,Unit-Base M (Use for Finished Goods),7,"Perfed Roll - 3M 25A29B Perfed every 12.25"" - 1.4375"" x 1,000'",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,45.76,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,Boxed Item,
7194,Die Cut Part 51825 56.5mm x 73.8mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - 51825 - 56.5mm x 73.8mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,242.88,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,Doug Francis 6/11/2020 Had to use .5 mil step up anvil for every run. Need to send die out to have bearers only ground down. 
7195,Die Cut Part 51825 with red stripe 53.5mm x 71mm,5,Unit-Base M (Use for Finished Goods),7,Die Cut Part - 51825 with red stripe - 53.5mm x 71mm,Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,235.54,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7196,"Die Cut Part ABI 1510 5.75"" x 1.75""",5,Unit-Base M (Use for Finished Goods),7,"Die Cut Part - ABI 1510 - 5.75"" x 1.75""",Strouse-HQ,,TRUE,Average,Default Cost Category,TRUE,64.06,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7211,"Sheeted Label Discrepancy marking - Orange 20"" x 13""",5,Unit-Base M (Use for Finished Goods),7,"Sheeted Label - Discrepancy marking - Orange - 20"" x 13""",Strouse-HQ,"ACFOR43-19006 STD LED Curable Pantone 021 Orange
ACFBK42-01 STD LED High Adhesion Process Black

Same plates for JT 7211, 9031, 9032, and 9033 - Flat Drawer #5",TRUE,Average,Default Cost Category,TRUE,3354.76,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,"Ink 1
  Color: 021 Orange
  Ink Type: LED
  Anilox: 400
  Print Cylinder: 160
  Vendor: Interactive

Ink 2
  Color: Process Black
  Ink Type: LED
  Anilox: 600
  Print Cylinder: 160
  Vendor: Interactive

Ink Notes:
  IF RUNNING WATER BASED ON A3 - Use 3.0 oz. Glycol per 1 gallon of black keep plenty of print clean in ink to keep print from drying on plate - MS",,"8/2/2022. Created estimate with unit-per case.
DDebus"
7233,"Sheeted Part CSM with 2 layers of 9627 17.75"" x 17.75""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - CSM with 2 layers of 9627 - 17.75"" x 17.75""",Strouse-HQ,"Check Advanced material width before starting. If the adhesive is wider than the Advanced material ""Stop"" and have the adhesive trimmed on the Ceve before going any further.  
Use Azco for sheeting the product after die cutting. ",TRUE,Average,Default Cost Category,TRUE,20.452,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,"1/23/2023 - Need to make sure we are using the Azco for sheeting this part. 

1/17/2023 - Updated JJ to reflect sheeting using the Azco. 
12/19/2022 - Skip - We ended up using the Azco to  cut this product as a result of having so much trouble trying to get it to cut with the die. Need to determine if we will move forward with this method or do something different. "
7262,"Sheeted Part 7x Cabin Window Inset 16.06"" x 12.26""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 7x Cabin Window Inset - 16.06"" x 12.26""",Strouse-HQ,Inspection template can be found in Flat drawer #2,TRUE,Average,Default Cost Category,TRUE,8.228,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7263,"Sheeted Part 7x Cabin Window Outset 18.07"" x 14.26""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - 7x Cabin Window Outset - 18.07"" x 14.26""",Strouse-HQ,Inspection template can be found in Flat drawer #2,TRUE,Average,Default Cost Category,TRUE,0,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7264,"Sheeted Part Outside Cockpit Left Hand Inset 29.76"" x 19.14""",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Sheeted Part - Outside Cockpit Left Hand Inset - 29.76"" x 19.14""",Strouse-HQ,Inspection template can be found in Flat drawer #2,TRUE,Average,Default Cost Category,TRUE,50.091,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
7272,"Die Cut Part 3M 9629PC 0.375"" x 3"" with 0.25"" tab",3,"Each (Use for Boxes, Bags, Cores, Cases)",4,"Die Cut Part - 3M 9629PC - 0.375"" x 3"" with 0.25"" tab",Strouse-HQ,May need a 1/2 mil step down for the score to keep from fracturing tabs. MS,TRUE,Average,Default Cost Category,TRUE,0.291795,50000 Cost of Goods Sold,300000 Sales,13100 Inventory Asset,99991 WIP Account,9999 Scrap Account,Non-Taxable,,,
